0.01,"{0.07, -0.35, 0.07, 0.11, Indeterminate, -1.86, 0.38, 0.18, 0.39, 0.56, 0.33, -0.3, -0.84, Indeterminate, 0.21, 0.1, -0.27, 0.12, -0.29, 0.05}"
0.03,"{0.74, 0.67, 0.72, 0.66, 0.62, 0.68, 0.49, 0.55, 0.62, 0.7, 0.75, 0.63, 0.72, 0.67, 0.71, 0.66, 0.7, 0.64, 0.72, 0.63}"
0.05,"{0.75, 0.71, 0.67, 0.71, 0.71, 0.71, 0.78, 0.75, 0.76, 0.68, 0.74, 0.72, 0.69, 0.76, 0.69, 0.76, 0.73, 0.76, 0.74, 0.77}"
0.1,"{0.77, 0.75, 0.71, 0.76, 0.76, 0.75, 0.76, 0.78, 0.77, 0.78, 0.74, 0.77, 0.75, 0.74, 0.77, 0.77, 0.76, 0.76, 0.77, 0.77}"
0.3,"{0.77, 0.78, 0.78, 0.78, 0.78, 0.78, 0.78, 0.78, 0.78, 0.79, 0.76, 0.78, 0.78, 0.77, 0.78, 0.78, 0.77, 0.78, 0.77, 0.78}"
0.5,"{0.77, 0.78, 0.77, 0.78, 0.76, 0.78, 0.77, 0.79, 0.79, 0.78, 0.77, 0.79, 0.78, 0.77, 0.77, 0.77, 0.78, 0.76, 0.78, 0.79}"
0.7,"{0.78, 0.77, 0.8, 0.78, 0.79, 0.79, 0.77, 0.78, 0.8, 0.79, 0.78, 0.76, 0.8, 0.75, 0.77, 0.76, 0.8, 0.78, 0.78, 0.77}"
0.9,"{0.77, 0.78, 0.79, 0.77, 0.8, 0.83, 0.77, 0.76, 0.81, 0.71, 0.8, 0.81, 0.77, 0.79, 0.77, 0.8, 0.82, 0.75, 0.75, 0.76}"
