"{-2.0868565032356865, 3.7648136662161837, 6.663666008}","{-2.0868565032356865, 3.0125027458257634, 3.647080569}","{3.7648136662161837, 3.7648136662161837, 30.9444931}","{-2.0868565032356865, 2.0077629219088102, 3.429972541}","{25.958832028955147, -2.0868565032356865, 3.219876768}","{3.9055696841431145, 27.884437360154386, 23.76352369}","{27.884437360154386, 3.0125027458257634, 75.73367195}","{-2.0868565032356865, -0.22570539916889776, 2.584480137}","{3.0125027458257634, 1.5830260584030056, 19.45907405}","{2.0077629219088102, -0.22570539916889776, 11.35269775}","{3.7648136662161837, 10., 24.06811887}","{3.7648136662161837, -2.0868565032356865, 4.310040435}","{1.5830260584030056, 3.7648136662161837, 10.02838181}","{10., 3.0125027458257634, 19.23664211}","{2.0077629219088102, 1.5830260584030056, 23.41171862}","{3.0125027458257634, -2.0868565032356865, 1.780188243}","{3.9055696841431145, 1.5830260584030056, 38.85675224}","{3.7648136662161837, 1.5830260584030056, 20.34771079}","{3.7648136662161837, -0.22570539916889776, 8.368966485}","{-2.0868565032356865, 10., 15.0079897}","{27.884437360154386, -0.22570539916889776, 18.33776712}","{3.0125027458257634, 25.958832028955147, 21.79736001}","{3.9055696841431145, 3.9055696841431145, 20.5866225}","{1.5830260584030056, 10., 36.97083653}","{-0.22570539916889776, 3.7648136662161837, 21.68510371}","{1.5830260584030056, 3.9055696841431145, 22.08811591}","{1.5830260584030056, -0.22570539916889776, 7.747787164}","{-0.22570539916889776, -2.0868565032356865, 1.125238741}","{10., -2.0868565032356865, 3.892443963}","{27.884437360154386, 10., 12.18687831}","{25.958832028955147, 1.5830260584030056, 20.23154383}","{3.0125027458257634, 3.0125027458257634, 38.34276497}","{3.9055696841431145, 2.0077629219088102, 31.92894526}","{10., 3.9055696841431145, 22.18563805}","{3.9055696841431145, -2.0868565032356865, 4.83376098}","{-2.0868565032356865, 1.5830260584030056, 11.01531147}","{27.884437360154386, 2.0077629219088102, 30.77808798}","{2.0077629219088102, 3.7648136662161837, 12.23753943}","{10., 1.5830260584030056, 44.56702981}","{3.9055696841431145, 10., 11.82062748}","{-2.0868565032356865, -2.0868565032356865, 1.463874437}","{3.7648136662161837, 27.884437360154386, 12.45140216}","{-0.22570539916889776, 3.9055696841431145, 12.94711286}","{3.0125027458257634, 2.0077629219088102, 7.514202222}","{-2.0868565032356865, 3.9055696841431145, 28.44352792}","{10., 2.0077629219088102, 12.21924501}","{10., 27.884437360154386, 13.79634645}","{27.884437360154386, 3.9055696841431145, 64.25359781}","{3.7648136662161837, 3.9055696841431145, 47.26694289}","{3.7648136662161837, 25.958832028955147, 42.46732801}","{2.0077629219088102, 25.958832028955147, 29.92637776}","{3.9055696841431145, 3.0125027458257634, 46.74138626}","{-0.22570539916889776, 3.0125027458257634, 19.54166005}","{25.958832028955147, 25.958832028955147, 29.47105295}","{27.884437360154386, -2.0868565032356865, 4.133867281}","{3.0125027458257634, -0.22570539916889776, 8.632130378}","{-0.22570539916889776, 10., 30.51157979}","{1.5830260584030056, -2.0868565032356865, 2.90421688}","{3.7648136662161837, 2.0077629219088102, 39.55911168}","{3.9055696841431145, 3.7648136662161837, 7.57899447}","{1.5830260584030056, 27.884437360154386, 27.10081456}","{25.958832028955147, 10., 16.20396205}","{3.0125027458257634, 27.884437360154386, 22.717823}","{-2.0868565032356865, 27.884437360154386, 8.994744151}","{3.7648136662161837, 3.0125027458257634, 50.56842973}","{10., 25.958832028955147, 26.38204713}","{25.958832028955147, 3.7648136662161837, 29.06596057}","{1.5830260584030056, 1.5830260584030056, 9.823446858}","{10., -0.22570539916889776, 8.598236061}","{27.884437360154386, 1.5830260584030056, 25.15100386}","{3.0125027458257634, 10., 43.45256531}","{-0.22570539916889776, 1.5830260584030056, 7.214873098}","{1.5830260584030056, 2.0077629219088102, 8.890630775}","{25.958832028955147, -0.22570539916889776, 6.685117479}","{3.0125027458257634, 3.7648136662161837, 10.8475016}","{-2.0868565032356865, 25.958832028955147, 32.31679904}","{25.958832028955147, 27.884437360154386, 12.50795444}","{2.0077629219088102, -2.0868565032356865, 4.337761651}","{2.0077629219088102, 27.884437360154386, 21.6691682}","{2.0077629219088102, 10., 19.70804253}","{1.5830260584030056, 25.958832028955147, 36.09093039}","{3.9055696841431145, -0.22570539916889776, 11.69647643}","{-0.22570539916889776, 27.884437360154386, 17.62262692}","{1.5830260584030056, 3.0125027458257634, 19.934912}","{-0.22570539916889776, 25.958832028955147, 40.87041789}","{2.0077629219088102, 3.0125027458257634, 40.18741149}","{25.958832028955147, 2.0077629219088102, 7.860629328}","{25.958832028955147, 3.9055696841431145, 24.46116909}","{10., 3.7648136662161837, 27.43569644}","{3.9055696841431145, 25.958832028955147, 6.428808494}","{27.884437360154386, 25.958832028955147, 19.49099645}","{10., 10., 17.50171489}","{-0.22570539916889776, 2.0077629219088102, 2.842951283}","{25.958832028955147, 3.0125027458257634, 49.00944871}","{27.884437360154386, 27.884437360154386, 33.53290692}","{3.0125027458257634, 3.9055696841431145, 45.44450768}"
"{-2.0868565032356865, 3.7648136662161837, 9.178371892}","{-2.0868565032356865, 3.0125027458257634, 9.864616235}","{3.7648136662161837, 3.7648136662161837, 23.89409744}","{-2.0868565032356865, 2.0077629219088102, 10.2342604}","{25.958832028955147, -2.0868565032356865, 11.89716051}","{3.9055696841431145, 27.884437360154386, 17.8399872}","{27.884437360154386, 3.0125027458257634, 52.24306222}","{-2.0868565032356865, -0.22570539916889776, 23.19362135}","{3.0125027458257634, 1.5830260584030056, 18.78601569}","{2.0077629219088102, -0.22570539916889776, 39.70142829}","{3.7648136662161837, 10., 18.35743033}","{3.7648136662161837, -2.0868565032356865, 18.84858839}","{1.5830260584030056, 3.7648136662161837, 12.1560306}","{10., 3.0125027458257634, 23.67379089}","{2.0077629219088102, 1.5830260584030056, 16.96500354}","{3.0125027458257634, -2.0868565032356865, 13.98723001}","{3.9055696841431145, 1.5830260584030056, 36.198104}","{3.7648136662161837, 1.5830260584030056, 18.16805427}","{3.7648136662161837, -0.22570539916889776, 19.76910719}","{-2.0868565032356865, 10., 15.16988995}","{27.884437360154386, -0.22570539916889776, 37.80242492}","{3.0125027458257634, 25.958832028955147, 18.6277266}","{3.9055696841431145, 3.9055696841431145, 16.25644597}","{1.5830260584030056, 10., 35.27664583}","{-0.22570539916889776, 3.7648136662161837, 23.2276076}","{1.5830260584030056, 3.9055696841431145, 25.00836815}","{1.5830260584030056, -0.22570539916889776, 27.53472934}","{-0.22570539916889776, -2.0868565032356865, 8.044170525}","{10., -2.0868565032356865, 16.11221193}","{27.884437360154386, 10., 8.150687198}","{25.958832028955147, 1.5830260584030056, 24.55213597}","{3.0125027458257634, 3.0125027458257634, 42.65041432}","{3.9055696841431145, 2.0077629219088102, 22.63585847}","{10., 3.9055696841431145, 12.54246373}","{3.9055696841431145, -2.0868565032356865, 39.44233392}","{-2.0868565032356865, 1.5830260584030056, 53.30199865}","{27.884437360154386, 2.0077629219088102, 14.52142526}","{2.0077629219088102, 3.7648136662161837, 12.153346}","{10., 1.5830260584030056, 35.63346762}","{3.9055696841431145, 10., 7.849625354}","{-2.0868565032356865, -2.0868565032356865, 6.771608095}","{3.7648136662161837, 27.884437360154386, 10.48669275}","{-0.22570539916889776, 3.9055696841431145, 17.2115549}","{3.0125027458257634, 2.0077629219088102, 5.892619732}","{-2.0868565032356865, 3.9055696841431145, 48.27192093}","{10., 2.0077629219088102, 10.94436231}","{10., 27.884437360154386, 11.22119637}","{27.884437360154386, 3.9055696841431145, 56.99797485}","{3.7648136662161837, 3.9055696841431145, 33.16938588}","{3.7648136662161837, 25.958832028955147, 31.10113033}","{2.0077629219088102, 25.958832028955147, 31.28268632}","{3.9055696841431145, 3.0125027458257634, 37.08122751}","{-0.22570539916889776, 3.0125027458257634, 40.50417371}","{25.958832028955147, 25.958832028955147, 25.22857999}","{27.884437360154386, -2.0868565032356865, 29.19118755}","{3.0125027458257634, -0.22570539916889776, 27.34319566}","{-0.22570539916889776, 10., 30.58575057}","{1.5830260584030056, -2.0868565032356865, 14.64748019}","{3.7648136662161837, 2.0077629219088102, 29.70569932}","{3.9055696841431145, 3.7648136662161837, 6.568577475}","{1.5830260584030056, 27.884437360154386, 21.82686597}","{25.958832028955147, 10., 11.14253811}","{3.0125027458257634, 27.884437360154386, 19.93605223}","{-2.0868565032356865, 27.884437360154386, 8.765515519}","{3.7648136662161837, 3.0125027458257634, 34.41040319}","{10., 25.958832028955147, 21.85866958}","{25.958832028955147, 3.7648136662161837, 21.64927795}","{1.5830260584030056, 1.5830260584030056, 22.38801591}","{10., -0.22570539916889776, 22.49713804}","{27.884437360154386, 1.5830260584030056, 22.29918932}","{3.0125027458257634, 10., 20.72868954}","{-0.22570539916889776, 1.5830260584030056, 20.92210535}","{1.5830260584030056, 2.0077629219088102, 7.885753446}","{25.958832028955147, -0.22570539916889776, 12.29654415}","{3.0125027458257634, 3.7648136662161837, 8.319782299}","{-2.0868565032356865, 25.958832028955147, 28.34880518}","{25.958832028955147, 27.884437360154386, 10.15584725}","{2.0077629219088102, -2.0868565032356865, 37.6332907}","{2.0077629219088102, 27.884437360154386, 23.72733163}","{2.0077629219088102, 10., 16.42276701}","{1.5830260584030056, 25.958832028955147, 28.85266254}","{3.9055696841431145, -0.22570539916889776, 38.45627903}","{-0.22570539916889776, 27.884437360154386, 22.47601307}","{1.5830260584030056, 3.0125027458257634, 22.03679455}","{-0.22570539916889776, 25.958832028955147, 26.29327668}","{2.0077629219088102, 3.0125027458257634, 35.08853158}","{25.958832028955147, 2.0077629219088102, 6.445109361}","{25.958832028955147, 3.9055696841431145, 19.67591394}","{10., 3.7648136662161837, 14.62923146}","{3.9055696841431145, 25.958832028955147, 8.434394811}","{27.884437360154386, 25.958832028955147, 17.09501964}","{10., 10., 17.46842431}","{-0.22570539916889776, 2.0077629219088102, 3.645605258}","{25.958832028955147, 3.0125027458257634, 27.28487642}","{27.884437360154386, 27.884437360154386, 25.06515412}","{3.0125027458257634, 3.9055696841431145, 43.76466586}"
