name	Library	Distal	Min_35	Min_10	Prox.Core	Condition	Expression	Sym
DISTAL-lacO3-29-minus35_31A_32C-lacOsym_core-minus10cons	DISTAL	lacO3	minus35_31A_32C	minus10cons	lacOsym	UnInduced	1.70562286781439	Yes
DISTAL-lacO2-29-minus35_31A_32C-lacO2_core-minus10cons	DISTAL	lacO2	minus35_31A_32C	minus10cons	lacO2	UnInduced	29.9923012182362	No
DISTAL-lacO3-29-minus35_33T-lacO3_core-minus10cons	DISTAL	lacO3	minus35_33T	minus10cons	lacO3	UnInduced	5.79277902202486	No
DISTAL-lacOsym-29-minus35_33T-lacOsym_core-minus10cons	DISTAL	lacOsym	minus35_33T	minus10cons	lacOsym	UnInduced	0.901283026051853	Yes
DISTAL-lacO3-29-minus35cons-lacOscram_core-minus10cons	DISTAL	lacO3	minus35cons	minus10cons	lacOscram	UnInduced	25.4572778402581	No
DISTAL-lacO3-29-minus35_31A_32C-lacO1_core-minus10cons	DISTAL	lacO3	minus35_31A_32C	minus10cons	lacO1	UnInduced	18.5257294829178	No
DISTAL-lacOsym-29-minus35cons-lacOsym_core-minus10_7A	DISTAL	lacOsym	minus35cons	minus10_7A	lacOsym	UnInduced	1.29450503947689	Yes
DISTAL-lacO3-29-minus35_30C_33T-lacO2_core-minus10cons	DISTAL	lacO3	minus35_30C_33T	minus10cons	lacO2	UnInduced	0.95902789438269	No
DISTAL-lacO2-29-minus35cons-lacO2_core-minus10cons	DISTAL	lacO2	minus35cons	minus10cons	lacO2	UnInduced	66.3296343616111	No
DISTAL-lacOscram-29-minus35_30C_33T-lacO2_core-minus10cons	DISTAL	lacOscram	minus35_30C_33T	minus10cons	lacO2	UnInduced	1.94074870728624	No
DISTAL-lacO2-29-minus35cons-lacOscram_core-minus10_12G	DISTAL	lacO2	minus35cons	minus10_12G	lacOscram	UnInduced	61.8716273315913	No
DISTAL-lacO3-29-minus35_30C_33T-lacOscram_core-minus10cons	DISTAL	lacO3	minus35_30C_33T	minus10cons	lacOscram	UnInduced	7.08957848966666	No
DISTAL-lacO3-29-minus35_30C_33T-lacO1_core-minus10cons	DISTAL	lacO3	minus35_30C_33T	minus10cons	lacO1	UnInduced	1.29788501535053	No
DISTAL-lacOscram-29-minus35_33T-lacO2_core-minus10cons	DISTAL	lacOscram	minus35_33T	minus10cons	lacO2	UnInduced	7.59719873767826	No
DISTAL-lacO1-29-minus35_33T-lacO2_core-minus10cons	DISTAL	lacO1	minus35_33T	minus10cons	lacO2	UnInduced	9.02933376434042	No
DISTAL-lacO1-29-minus35cons-lacO3_core-minus10cons	DISTAL	lacO1	minus35cons	minus10cons	lacO3	UnInduced	8.47515785041965	No
DISTAL-lacO2-29-minus35_30C_33T-lacOscram_core-minus10cons	DISTAL	lacO2	minus35_30C_33T	minus10cons	lacOscram	UnInduced	5.70500767723746	No
DISTAL-lacO1-29-minus35cons-lacO2_core-minus10_12A	DISTAL	lacO1	minus35cons	minus10_12A	lacO2	UnInduced	1.22563501036518	No
DISTAL-lacO2-29-minus35cons-lacOscram_core-minus10cons	DISTAL	lacO2	minus35cons	minus10cons	lacOscram	UnInduced	27.5363331978203	No
DISTAL-lacOsym-29-minus35cons-lacOsym_core-minus10cons	DISTAL	lacOsym	minus35cons	minus10cons	lacOsym	UnInduced	3.04392367725685	Yes
DISTAL-lacO1-29-minus35_33T-lacOsym_core-minus10cons	DISTAL	lacO1	minus35_33T	minus10cons	lacOsym	UnInduced	1.93360372899007	Yes
DISTAL-lacO2-29-minus35_31A_32C-lacO1_core-minus10cons	DISTAL	lacO2	minus35_31A_32C	minus10cons	lacO1	UnInduced	1.93310077608733	No
DISTAL-lacOsym-29-minus35_31A_32C-lacOscram_core-minus10cons	DISTAL	lacOsym	minus35_31A_32C	minus10cons	lacOscram	UnInduced	14.6906452378856	No
DISTAL-lacO3-29-minus35_30C_33T-lacOsym_core-minus10cons	DISTAL	lacO3	minus35_30C_33T	minus10cons	lacOsym	UnInduced	0.743662970468098	Yes
DISTAL-lacO2-29-minus35_31A_32C-lacOsym_core-minus10cons	DISTAL	lacO2	minus35_31A_32C	minus10cons	lacOsym	UnInduced	1.47026281229719	Yes
DISTAL-lacOsym-29-minus35cons-lacO3_core-minus10cons	DISTAL	lacOsym	minus35cons	minus10cons	lacO3	UnInduced	32.1145929346259	No
DISTAL-lacOscram-29-minus35_30C_33T-lacOscram_core-minus10cons	DISTAL	lacOscram	minus35_30C_33T	minus10cons	lacOscram	UnInduced	1.58109992515531	No
DISTAL-lacO1-29-minus35_33T-lacOscram_core-minus10cons	DISTAL	lacO1	minus35_33T	minus10cons	lacOscram	UnInduced	5.53496071091967	No
DISTAL-lacO2-29-minus35cons-lacOscram_core-minus10_7A	DISTAL	lacO2	minus35cons	minus10_7A	lacOscram	UnInduced	22.3578907662672	No
DISTAL-lacOscram-29-minus35cons-lacO3_core-minus10_7A	DISTAL	lacOscram	minus35cons	minus10_7A	lacO3	UnInduced	4.00430579715243	No
DISTAL-lacOsym-29-minus35_30C_33T-lacOsym_core-minus10cons	DISTAL	lacOsym	minus35_30C_33T	minus10cons	lacOsym	UnInduced	0.523894855256722	Yes
DISTAL-lacOsym-29-minus35_30C_33T-lacO1_core-minus10cons	DISTAL	lacOsym	minus35_30C_33T	minus10cons	lacO1	UnInduced	0.806599813605639	No
DISTAL-lacOsym-29-minus35_33T-lacO1_core-minus10cons	DISTAL	lacOsym	minus35_33T	minus10cons	lacO1	UnInduced	1.77325886475053	No
DISTAL-lacO3-29-minus35cons-lacOscram_core-minus10_7A	DISTAL	lacO3	minus35cons	minus10_7A	lacOscram	UnInduced	20.0713797548121	No
DISTAL-lacOscram-29-minus35_30C_33T-lacO3_core-minus10cons	DISTAL	lacOscram	minus35_30C_33T	minus10cons	lacO3	UnInduced	1.40458860271974	No
DISTAL-lacOsym-29-minus35cons-lacOscram_core-minus10_12A	DISTAL	lacOsym	minus35cons	minus10_12A	lacOscram	UnInduced	21.7597008973542	No
DISTAL-lacOscram-29-minus35cons-lacO2_core-minus10_12A	DISTAL	lacOscram	minus35cons	minus10_12A	lacO2	UnInduced	2.58725610374301	No
DISTAL-lacO2-29-minus35cons-lacOsym_core-minus10_12G	DISTAL	lacO2	minus35cons	minus10_12G	lacOsym	UnInduced	1.84679381168154	Yes
DISTAL-lacO3-29-minus35_33T-lacOsym_core-minus10cons	DISTAL	lacO3	minus35_33T	minus10cons	lacOsym	UnInduced	2.00661170032479	Yes
DISTAL-lacOscram-29-minus35cons-lacO3_core-minus10_12A	DISTAL	lacOscram	minus35cons	minus10_12A	lacO3	UnInduced	1.11046376156066	No
DISTAL-lacOscram-29-minus35_30C_33T-lacOsym_core-minus10cons	DISTAL	lacOscram	minus35_30C_33T	minus10cons	lacOsym	UnInduced	1.62991151703937	Yes
DISTAL-lacOscram-29-minus35_30C_33T-lacO1_core-minus10cons	DISTAL	lacOscram	minus35_30C_33T	minus10cons	lacO1	UnInduced	0.897877942529939	No
DISTAL-lacOscram-29-minus35cons-lacO3_core-minus10_12G	DISTAL	lacOscram	minus35cons	minus10_12G	lacO3	UnInduced	2.9805321137367	No
DISTAL-lacO1-29-minus35_30C_33T-lacOsym_core-minus10cons	DISTAL	lacO1	minus35_30C_33T	minus10cons	lacOsym	UnInduced	0.77824140509175	Yes
DISTAL-lacO2-29-minus35cons-lacO1_core-minus10_12A	DISTAL	lacO2	minus35cons	minus10_12A	lacO1	UnInduced	1.07717086869321	No
DISTAL-lacO1-29-minus35cons-lacO1_core-minus10cons	DISTAL	lacO1	minus35cons	minus10cons	lacO1	UnInduced	7.27861447619598	No
DISTAL-lacO3-29-minus35cons-lacO2_core-minus10cons	DISTAL	lacO3	minus35cons	minus10cons	lacO2	UnInduced	39.9588259011231	No
DISTAL-lacO1-29-minus35_31A_32C-lacO3_core-minus10cons	DISTAL	lacO1	minus35_31A_32C	minus10cons	lacO3	UnInduced	3.21395074030722	No
DISTAL-lacOscram-29-minus35cons-lacOscram_core-minus10_7A	DISTAL	lacOscram	minus35cons	minus10_7A	lacOscram	UnInduced	12.1229786240716	No
DISTAL-lacO2-29-minus35cons-lacOscram_core-minus10_12A	DISTAL	lacO2	minus35cons	minus10_12A	lacOscram	UnInduced	10.6574579192322	No
DISTAL-lacO3-29-minus35_33T-lacO2_core-minus10cons	DISTAL	lacO3	minus35_33T	minus10cons	lacO2	UnInduced	4.33189873525531	No
DISTAL-lacO3-29-minus35_31A_32C-lacO3_core-minus10cons	DISTAL	lacO3	minus35_31A_32C	minus10cons	lacO3	UnInduced	3.15824637143626	No
DISTAL-lacO3-29-minus35cons-lacO2_core-minus10_12G	DISTAL	lacO3	minus35cons	minus10_12G	lacO2	UnInduced	14.1881041609167	No
DISTAL-lacO1-29-minus35cons-lacOscram_core-minus10cons	DISTAL	lacO1	minus35cons	minus10cons	lacOscram	UnInduced	37.8448856982528	No
DISTAL-lacO1-29-minus35cons-lacO1_core-minus10_12G	DISTAL	lacO1	minus35cons	minus10_12G	lacO1	UnInduced	2.2814255569116	No
DISTAL-lacO3-29-minus35cons-lacO3_core-minus10_12A	DISTAL	lacO3	minus35cons	minus10_12A	lacO3	UnInduced	0.789520341250831	No
DISTAL-lacO2-29-minus35cons-lacOsym_core-minus10_7A	DISTAL	lacO2	minus35cons	minus10_7A	lacOsym	UnInduced	1.1490134169327	Yes
DISTAL-lacOsym-29-minus35cons-lacO1_core-minus10_12G	DISTAL	lacOsym	minus35cons	minus10_12G	lacO1	UnInduced	2.48154847162174	No
DISTAL-lacOscram-29-minus35_33T-lacOscram_core-minus10cons	DISTAL	lacOscram	minus35_33T	minus10cons	lacOscram	UnInduced	6.41751286802197	No
DISTAL-lacOscram-29-minus35cons-lacO3_core-minus10cons	DISTAL	lacOscram	minus35cons	minus10cons	lacO3	UnInduced	37.6953966241185	No
DISTAL-lacO2-29-minus35cons-lacO1_core-minus10cons	DISTAL	lacO2	minus35cons	minus10cons	lacO1	UnInduced	57.8379744101359	No
DISTAL-lacO3-29-minus35cons-lacOsym_core-minus10_12G	DISTAL	lacO3	minus35cons	minus10_12G	lacOsym	UnInduced	1.28136626242269	Yes
DISTAL-lacOscram-29-minus35_31A_32C-lacOsym_core-minus10cons	DISTAL	lacOscram	minus35_31A_32C	minus10cons	lacOsym	UnInduced	1.83107295480831	Yes
DISTAL-lacO1-29-minus35cons-lacO2_core-minus10_7A	DISTAL	lacO1	minus35cons	minus10_7A	lacO2	UnInduced	2.53533958014002	No
DISTAL-lacO1-29-minus35_31A_32C-lacOsym_core-minus10cons	DISTAL	lacO1	minus35_31A_32C	minus10cons	lacOsym	UnInduced	1.46783580856415	Yes
DISTAL-lacOscram-29-minus35_31A_32C-lacO2_core-minus10cons	DISTAL	lacOscram	minus35_31A_32C	minus10cons	lacO2	UnInduced	33.3792967901289	No
DISTAL-lacO3-29-minus35cons-lacO2_core-minus10_12A	DISTAL	lacO3	minus35cons	minus10_12A	lacO2	UnInduced	4.02623670963176	No
DISTAL-lacOsym-29-minus35_31A_32C-lacO3_core-minus10cons	DISTAL	lacOsym	minus35_31A_32C	minus10cons	lacO3	UnInduced	4.81683063657028	No
DISTAL-lacO3-29-minus35cons-lacO1_core-minus10cons	DISTAL	lacO3	minus35cons	minus10cons	lacO1	UnInduced	12.5027735211632	No
DISTAL-lacO2-29-minus35cons-lacO2_core-minus10_12A	DISTAL	lacO2	minus35cons	minus10_12A	lacO2	UnInduced	2.93544337596256	No
DISTAL-lacOsym-29-minus35_31A_32C-lacO1_core-minus10cons	DISTAL	lacOsym	minus35_31A_32C	minus10cons	lacO1	UnInduced	1.20624421171463	No
DISTAL-lacO2-29-minus35_30C_33T-lacO1_core-minus10cons	DISTAL	lacO2	minus35_30C_33T	minus10cons	lacO1	UnInduced	1.4540742900168	No
DISTAL-lacO3-29-minus35cons-lacO1_core-minus10_12A	DISTAL	lacO3	minus35cons	minus10_12A	lacO1	UnInduced	0.900521575067319	No
DISTAL-lacO1-29-minus35cons-lacOsym_core-minus10_12G	DISTAL	lacO1	minus35cons	minus10_12G	lacOsym	UnInduced	1.68626078828392	Yes
DISTAL-lacO2-29-minus35_33T-lacO3_core-minus10cons	DISTAL	lacO2	minus35_33T	minus10cons	lacO3	UnInduced	1.50356561265937	No
DISTAL-lacOsym-29-minus35cons-lacO1_core-minus10_7A	DISTAL	lacOsym	minus35cons	minus10_7A	lacO1	UnInduced	0.603138397964498	No
DISTAL-lacOscram-29-minus35cons-lacOsym_core-minus10_12G	DISTAL	lacOscram	minus35cons	minus10_12G	lacOsym	UnInduced	3.04320750713417	Yes
DISTAL-lacO1-29-minus35cons-lacOscram_core-minus10_12G	DISTAL	lacO1	minus35cons	minus10_12G	lacOscram	UnInduced	21.4688227526788	No
DISTAL-lacOsym-29-minus35_31A_32C-lacOsym_core-minus10cons	DISTAL	lacOsym	minus35_31A_32C	minus10cons	lacOsym	UnInduced	1.42043833217738	Yes
DISTAL-lacO3-29-minus35cons-lacO1_core-minus10_12G	DISTAL	lacO3	minus35cons	minus10_12G	lacO1	UnInduced	4.02068322143475	No
DISTAL-lacOscram-29-minus35cons-lacOsym_core-minus10cons	DISTAL	lacOscram	minus35cons	minus10cons	lacOsym	UnInduced	15.5816704355055	Yes
DISTAL-lacOsym-29-minus35cons-lacO2_core-minus10_7A	DISTAL	lacOsym	minus35cons	minus10_7A	lacO2	UnInduced	6.07653270086361	No
DISTAL-lacO3-29-minus35_33T-lacO1_core-minus10cons	DISTAL	lacO3	minus35_33T	minus10cons	lacO1	UnInduced	1.23701251755377	No
DISTAL-lacOscram-29-minus35_31A_32C-lacO1_core-minus10cons	DISTAL	lacOscram	minus35_31A_32C	minus10cons	lacO1	UnInduced	6.60464113548723	No
DISTAL-lacO2-29-minus35cons-lacO3_core-minus10_12G	DISTAL	lacO2	minus35cons	minus10_12G	lacO3	UnInduced	2.77457514278414	No
DISTAL-lacOsym-29-minus35cons-lacO2_core-minus10_12G	DISTAL	lacOsym	minus35cons	minus10_12G	lacO2	UnInduced	5.44167803536694	No
DISTAL-lacO3-29-minus35cons-lacO3_core-minus10_7A	DISTAL	lacO3	minus35cons	minus10_7A	lacO3	UnInduced	4.13863200460193	No
DISTAL-lacO1-29-minus35cons-lacO3_core-minus10_7A	DISTAL	lacO1	minus35cons	minus10_7A	lacO3	UnInduced	1.72728821288759	No
DISTAL-lacOsym-29-minus35_30C_33T-lacO3_core-minus10cons	DISTAL	lacOsym	minus35_30C_33T	minus10cons	lacO3	UnInduced	0.534645892384699	No
DISTAL-lacO3-29-minus35cons-lacO3_core-minus10_12G	DISTAL	lacO3	minus35cons	minus10_12G	lacO3	UnInduced	1.59550663405365	No
DISTAL-lacOscram-29-minus35cons-lacO1_core-minus10cons	DISTAL	lacOscram	minus35cons	minus10cons	lacO1	UnInduced	18.6744749074605	No
DISTAL-lacO2-29-minus35cons-lacO3_core-minus10_12A	DISTAL	lacO2	minus35cons	minus10_12A	lacO3	UnInduced	2.43091955729498	No
DISTAL-lacO2-29-minus35_33T-lacO1_core-minus10cons	DISTAL	lacO2	minus35_33T	minus10cons	lacO1	UnInduced	3.80919545359655	No
DISTAL-lacOscram-29-minus35cons-lacO1_core-minus10_12G	DISTAL	lacOscram	minus35cons	minus10_12G	lacO1	UnInduced	8.8579455658057	No
DISTAL-lacO3-29-minus35cons-lacOsym_core-minus10cons	DISTAL	lacO3	minus35cons	minus10cons	lacOsym	UnInduced	10.5245461017813	Yes
DISTAL-lacO1-29-minus35cons-lacO1_core-minus10_7A	DISTAL	lacO1	minus35cons	minus10_7A	lacO1	UnInduced	0.549607372166323	No
DISTAL-lacO3-29-minus35_31A_32C-lacOscram_core-minus10cons	DISTAL	lacO3	minus35_31A_32C	minus10cons	lacOscram	UnInduced	31.9081937787791	No
DISTAL-lacO2-29-minus35cons-lacO1_core-minus10_7A	DISTAL	lacO2	minus35cons	minus10_7A	lacO1	UnInduced	1.38733622934787	No
DISTAL-lacOscram-29-minus35_31A_32C-lacOscram_core-minus10cons	DISTAL	lacOscram	minus35_31A_32C	minus10cons	lacOscram	UnInduced	34.9451393167489	No
DISTAL-lacO3-29-minus35_31A_32C-lacO2_core-minus10cons	DISTAL	lacO3	minus35_31A_32C	minus10cons	lacO2	UnInduced	29.6599092294054	No
DISTAL-lacO2-29-minus35cons-lacO3_core-minus10cons	DISTAL	lacO2	minus35cons	minus10cons	lacO3	UnInduced	60.3923164881826	No
DISTAL-lacO1-29-minus35_31A_32C-lacO2_core-minus10cons	DISTAL	lacO1	minus35_31A_32C	minus10cons	lacO2	UnInduced	7.56746160659366	No
DISTAL-lacO3-29-minus35_30C_33T-lacO3_core-minus10cons	DISTAL	lacO3	minus35_30C_33T	minus10cons	lacO3	UnInduced	1.11216915604241	No
DISTAL-lacO1-29-minus35cons-lacOscram_core-minus10_12A	DISTAL	lacO1	minus35cons	minus10_12A	lacOscram	UnInduced	16.0925784704421	No
DISTAL-lacO3-29-minus35cons-lacO2_core-minus10_7A	DISTAL	lacO3	minus35cons	minus10_7A	lacO2	UnInduced	1.15077775786356	No
DISTAL-lacO1-29-minus35cons-lacO3_core-minus10_12A	DISTAL	lacO1	minus35cons	minus10_12A	lacO3	UnInduced	0.843689370022987	No
DISTAL-lacO1-29-minus35_33T-lacO1_core-minus10cons	DISTAL	lacO1	minus35_33T	minus10cons	lacO1	UnInduced	1.33209566649198	No
DISTAL-lacOsym-29-minus35cons-lacOsym_core-minus10_12A	DISTAL	lacOsym	minus35cons	minus10_12A	lacOsym	UnInduced	1.10835804851095	Yes
DISTAL-lacOscram-29-minus35_33T-lacO3_core-minus10cons	DISTAL	lacOscram	minus35_33T	minus10cons	lacO3	UnInduced	5.1832478021002	No
DISTAL-lacOscram-29-minus35cons-lacOscram_core-minus10_12G	DISTAL	lacOscram	minus35cons	minus10_12G	lacOscram	UnInduced	32.2547548317281	No
DISTAL-lacOsym-29-minus35cons-lacO3_core-minus10_12A	DISTAL	lacOsym	minus35cons	minus10_12A	lacO3	UnInduced	1.40737591999585	No
DISTAL-lacO3-29-minus35cons-lacOscram_core-minus10_12G	DISTAL	lacO3	minus35cons	minus10_12G	lacOscram	UnInduced	34.116467072426	No
DISTAL-lacO2-29-minus35cons-lacOsym_core-minus10cons	DISTAL	lacO2	minus35cons	minus10cons	lacOsym	UnInduced	3.0832756815128	Yes
DISTAL-lacOscram-29-minus35cons-lacO1_core-minus10_12A	DISTAL	lacOscram	minus35cons	minus10_12A	lacO1	UnInduced	4.30271105730293	No
DISTAL-lacO1-29-minus35cons-lacO1_core-minus10_12A	DISTAL	lacO1	minus35cons	minus10_12A	lacO1	UnInduced	1.54911122316247	No
DISTAL-lacOscram-29-minus35cons-lacO2_core-minus10_7A	DISTAL	lacOscram	minus35cons	minus10_7A	lacO2	UnInduced	2.72236850302567	No
DISTAL-lacOsym-29-minus35cons-lacOsym_core-minus10_12G	DISTAL	lacOsym	minus35cons	minus10_12G	lacOsym	UnInduced	1.11832721566759	Yes
DISTAL-lacOscram-29-minus35cons-lacO2_core-minus10_12G	DISTAL	lacOscram	minus35cons	minus10_12G	lacO2	UnInduced	16.7539005482458	No
DISTAL-lacO1-29-minus35_30C_33T-lacOscram_core-minus10cons	DISTAL	lacO1	minus35_30C_33T	minus10cons	lacOscram	UnInduced	2.43554340638198	No
DISTAL-lacO3-29-minus35cons-lacO3_core-minus10cons	DISTAL	lacO3	minus35cons	minus10cons	lacO3	UnInduced	21.7242568767002	No
DISTAL-lacO1-29-minus35cons-lacO2_core-minus10cons	DISTAL	lacO1	minus35cons	minus10cons	lacO2	UnInduced	56.5444269438344	No
DISTAL-lacOscram-29-minus35_33T-lacO1_core-minus10cons	DISTAL	lacOscram	minus35_33T	minus10cons	lacO1	UnInduced	1.83502241254525	No
DISTAL-lacO3-29-minus35_33T-lacOscram_core-minus10cons	DISTAL	lacO3	minus35_33T	minus10cons	lacOscram	UnInduced	15.0045797210776	No
DISTAL-lacOscram-29-minus35cons-lacOsym_core-minus10_12A	DISTAL	lacOscram	minus35cons	minus10_12A	lacOsym	UnInduced	2.11665330061968	Yes
COMBO-lacOsym-minus35_30C_33T-minus10cons-lacOsym	COMBO	lacOsym	minus35_30C_33T	minus10cons	lacOsym	Induced	0.524904183347773	Yes
COMBO-lacO1-minus35_31A_32C-minus10cons-lacO1	COMBO	lacO1	minus35_31A_32C	minus10cons	lacO1	Induced	17.1365527340113	No
COMBO-lacOsym-minus35cons-minus10cons-lacO3	COMBO	lacOsym	minus35cons	minus10cons	lacO3	Induced	10.2342603966943	No
COMBO-lacO2-minus35_33T-minus10cons-lacOscram	COMBO	lacO2	minus35_33T	minus10cons	lacOscram	Induced	3.24171742495625	No
COMBO-lacO3-minus35_30C_33T-minus10cons-lacO2	COMBO	lacO3	minus35_30C_33T	minus10cons	lacO2	Induced	1.05242233499405	No
COMBO-lacOsym-minus35cons-minus10_12A-lacO2	COMBO	lacOsym	minus35cons	minus10_12A	lacO2	Induced	1.43940025105511	No
COMBO-lacOscram-minus35cons-minus10_12G-lacO3	COMBO	lacOscram	minus35cons	minus10_12G	lacO3	Induced	10.9875596955012	No
COMBO-lacOscram-minus35cons-minus10_7A-lacO3	COMBO	lacOscram	minus35cons	minus10_7A	lacO3	Induced	3.53529372797196	No
COMBO-lacO3-minus35cons-minus10_12A-lacOscram	COMBO	lacO3	minus35cons	minus10_12A	lacOscram	Induced	1.4255820345293	No
COMBO-lacO1-minus35_31A_32C-minus10cons-lacO2	COMBO	lacO1	minus35_31A_32C	minus10cons	lacO2	Induced	25.0981071739464	No
COMBO-lacOsym-minus35cons-minus10cons-lacO1	COMBO	lacOsym	minus35cons	minus10cons	lacO1	Induced	23.1936213451773	No
COMBO-lacOscram-minus35_33T-minus10cons-lacO2	COMBO	lacOscram	minus35_33T	minus10cons	lacO2	Induced	3.09678520681135	No
COMBO-lacO1-minus35_31A_32C-minus10cons-lacO3	COMBO	lacO1	minus35_31A_32C	minus10cons	lacO3	Induced	7.04897902470001	No
COMBO-lacO1-minus35cons-minus10_12A-lacO1	COMBO	lacO1	minus35cons	minus10_12A	lacO1	Induced	1.21819204169771	No
COMBO-lacOscram-minus35_30C_33T-minus10cons-lacO2	COMBO	lacOscram	minus35_30C_33T	minus10cons	lacO2	Induced	1.74789712793409	No
COMBO-lacO1-minus35_33T-minus10cons-lacO3	COMBO	lacO1	minus35_33T	minus10cons	lacO3	Induced	5.53192854129542	No
COMBO-lacO1-minus35cons-minus10_12G-lacO3	COMBO	lacO1	minus35cons	minus10_12G	lacO3	Induced	1.31925655839733	No
COMBO-lacO2-minus35_30C_33T-minus10cons-lacOsym	COMBO	lacO2	minus35_30C_33T	minus10cons	lacOsym	Induced	1.51792022628665	Yes
COMBO-lacO2-minus35_31A_32C-minus10cons-lacOsym	COMBO	lacO2	minus35_31A_32C	minus10cons	lacOsym	Induced	2.78062223649561	Yes
COMBO-lacOsym-minus35_33T-minus10cons-lacO1	COMBO	lacOsym	minus35_33T	minus10cons	lacO1	Induced	3.17854277606308	No
COMBO-lacO3-minus35cons-minus10cons-lacO1	COMBO	lacO3	minus35cons	minus10cons	lacO1	Induced	39.7014282883161	No
COMBO-lacOscram-minus35_33T-minus10cons-lacO1	COMBO	lacOscram	minus35_33T	minus10cons	lacO1	Induced	4.36952967059178	No
COMBO-lacO3-minus35_33T-minus10cons-lacO2	COMBO	lacO3	minus35_33T	minus10cons	lacO2	Induced	2.3686257804224	No
COMBO-lacO1-minus35cons-minus10_7A-lacO2	COMBO	lacO1	minus35cons	minus10_7A	lacO2	Induced	7.99453430044564	No
COMBO-lacOsym-minus35_30C_33T-minus10cons-lacO1	COMBO	lacOsym	minus35_30C_33T	minus10cons	lacO1	Induced	2.28542846420865	No
COMBO-lacOscram-minus35_30C_33T-minus10cons-lacO1	COMBO	lacOscram	minus35_30C_33T	minus10cons	lacO1	Induced	2.1532464539137	No
COMBO-lacOscram-minus35_31A_32C-minus10cons-lacOsym	COMBO	lacOscram	minus35_31A_32C	minus10cons	lacOsym	Induced	9.34174339048863	Yes
COMBO-lacO3-minus35cons-minus10_12G-lacOsym	COMBO	lacO3	minus35cons	minus10_12G	lacOsym	Induced	7.9659992195816	Yes
COMBO-lacO2-minus35_30C_33T-minus10cons-lacO1	COMBO	lacO2	minus35_30C_33T	minus10cons	lacO1	Induced	1.75139021068763	No
COMBO-lacO3-minus35cons-minus10_7A-lacO2	COMBO	lacO3	minus35cons	minus10_7A	lacO2	Induced	1.886218464737	No
COMBO-lacOsym-minus35cons-minus10_7A-lacOsym	COMBO	lacOsym	minus35cons	minus10_7A	lacOsym	Induced	0.612885713406743	Yes
COMBO-lacOscram-minus35cons-minus10_12A-lacO1	COMBO	lacOscram	minus35cons	minus10_12A	lacO1	Induced	1.1249491095153	No
COMBO-lacOsym-minus35cons-minus10cons-lacOscram	COMBO	lacOsym	minus35cons	minus10cons	lacOscram	Induced	15.1698899526092	No
COMBO-lacO1-minus35cons-minus10_12G-lacOscram	COMBO	lacO1	minus35cons	minus10_12G	lacOscram	Induced	2.3363843186919	No
COMBO-lacO3-minus35_33T-minus10cons-lacOscram	COMBO	lacO3	minus35_33T	minus10cons	lacOscram	Induced	7.97956893511417	No
COMBO-lacO1-minus35cons-minus10_12G-lacOsym	COMBO	lacO1	minus35cons	minus10_12G	lacOsym	Induced	2.27814783149862	Yes
COMBO-lacO3-minus35cons-minus10_12G-lacO1	COMBO	lacO3	minus35cons	minus10_12G	lacO1	Induced	2.42334269428488	No
COMBO-lacOscram-minus35_31A_32C-minus10cons-lacO3	COMBO	lacOscram	minus35_31A_32C	minus10cons	lacO3	Induced	12.8138899771727	No
COMBO-lacO2-minus35cons-minus10cons-lacO2	COMBO	lacO2	minus35cons	minus10cons	lacO2	Induced	16.2564459717034	No
COMBO-lacO3-minus35cons-minus10_12G-lacO2	COMBO	lacO3	minus35cons	minus10_12G	lacO2	Induced	4.15280186137088	No
COMBO-lacO2-minus35cons-minus10_12G-lacOsym	COMBO	lacO2	minus35cons	minus10_12G	lacOsym	Induced	1.50005446623094	Yes
COMBO-lacO1-minus35cons-minus10cons-lacOsym	COMBO	lacO1	minus35cons	minus10cons	lacOsym	Induced	8.04417052501418	Yes
COMBO-lacOscram-minus35_30C_33T-minus10cons-lacO3	COMBO	lacOscram	minus35_30C_33T	minus10cons	lacO3	Induced	0.964859375564537	No
COMBO-lacO1-minus35cons-minus10_7A-lacO3	COMBO	lacO1	minus35cons	minus10_7A	lacO3	Induced	11.7891689611147	No
COMBO-lacO3-minus35_30C_33T-minus10cons-lacOsym	COMBO	lacO3	minus35_30C_33T	minus10cons	lacOsym	Induced	0.803358038920988	Yes
COMBO-lacOsym-minus35_31A_32C-minus10cons-lacOsym	COMBO	lacOsym	minus35_31A_32C	minus10cons	lacOsym	Induced	1.78544530960692	Yes
COMBO-lacOsym-minus35cons-minus10_12A-lacOsym	COMBO	lacOsym	minus35cons	minus10_12A	lacOsym	Induced	0.564295913029956	Yes
COMBO-lacOscram-minus35cons-minus10cons-lacOsym	COMBO	lacOscram	minus35cons	minus10cons	lacOsym	Induced	16.1122119268994	Yes
COMBO-lacOsym-minus35cons-minus10_12G-lacOsym	COMBO	lacOsym	minus35cons	minus10_12G	lacOsym	Induced	1.15100331487902	Yes
COMBO-lacO2-minus35cons-minus10cons-lacO3	COMBO	lacO2	minus35cons	minus10cons	lacO3	Induced	22.6358584702344	No
COMBO-lacOscram-minus35cons-minus10cons-lacO2	COMBO	lacOscram	minus35cons	minus10cons	lacO2	Induced	12.5424637291681	No
COMBO-lacO2-minus35cons-minus10cons-lacOsym	COMBO	lacO2	minus35cons	minus10cons	lacOsym	Induced	39.4423339201522	Yes
