"{4.130683196312487, 6.60575779744409}","{4.600180982401574, 9.83519978642549}"
"{0.9604053608809325, 0.827365447925192}","{0.9604089438684836, 0.632604576724636}"
"{0.8948157322591537, 3.2130244892328}","{0.8948175131963297, 1.99373666885828}"
"{0.9808104915201542, 0.770916077958448}","{0.9808221304842808, 0.806184961348917}"
"{0.8801266031758777, 1.20338649117183}","{0.8830998648084342, 0.674681145321137}"
"{1.4058259341072374, 1.04865981703833}","{3.014468820778669, 5.03886567992262}"
"{1.406518535611383, 1.17404827646028}","{3.032344403176711, 4.08525619567006}"
"{10.30912260315353, 9.86062757822764}","{21.412206108985856, 23.8169277175282}"
"{0.8847058299089178, 1.21560706386209}","{0.8904526896828998, 0.827824437202977}"
"{4.130683196312487, 4.94724998707984}","{4.600180982401574, 5.32563607257259}"
"{3.2909327015456427, 5.74140808298525}","{3.641086465320564, 5.30522214349225}"
"{0.8800735408321534, 1.06152602500198}","{0.8825244595085431, 0.856543974314872}"
"{0.8795272236741797, 0.722801760322399}","{0.8827074667549176, 0.403013302025988}"
"{0.9367890228428742, 0.423801914216282}","{1.6494287098521025, 1.00302371254014}"
"{0.8837178667377089, 1.40910382331819}","{0.8837193247547561, 0.941694003587578}"
"{8.014589861276617, 5.76314785204136}","{9.05058299167469, 5.86051005197401}"
"{4.631028092707159, 3.64687306730561}","{4.6326330620622205, 4.03464244412137}"
"{1.8021912037315606, 1.84839549171894}","{1.9504983703448076, 1.5600850702123}"
"{0.8853888406499527, 0.622239560073218}","{0.8909954185105148, 0.54862946462282}"
"{0.8794762068656138, 1.31408597893387}","{0.8819859566320885, 0.896483506596488}"
"{22.128273989885383, 66.1833310142091}","{22.137364148297788, 48.1282172874779}"
"{0.8993895222273399, 1.23994583282708}","{0.9535593583265155, 1.14226069834705}"
"{0.9291288124518551, 1.41910983392916}","{0.9750997536342443, 1.00000943196528}"
"{0.8940433188361766, 0.893785326626919}","{0.8947924849552021, 0.52749470256608}"
"{4.632806128459796, 5.88148552975139}","{4.633011007198422, 5.43138535814845}"
"{21.62287742636755, 43.1494148194259}","{22.124541752810313, 43.4171758190921}"
"{1.0628780028272427, 1.7249044716165}","{1.096186062734112, 1.40049199589727}"
"{0.8795180830558036, 0.629624216092369}","{0.882467852822932, 0.73129173969102}"
"{1.119018685632147, 1.00224214321119}","{1.851440817198167, 1.80350231449367}"
"{1.5379104191354922, 0.986396318776771}","{1.5379859213646359, 1.10052031337404}"
"{2.53985633263948, 4.1538587751479}","{16.77616312003614, 28.7660047580676}"
"{0.8811168655448026, 1.30395424270579}","{0.8862605773782974, 1.60247101673531}"
"{1.1626581372457787, 1.50628131745545}","{1.162670652946082, 1.33927360417851}"
"{0.8869203195237771, 1.01950133327716}","{0.9316414565194948, 1.23989646484305}"
"{0.8927272688907638, 1.68889767331724}","{0.8946797048923771, 0.811554485773002}"
"{0.9110284670662424, 1.24101404436311}","{0.9417431659381602, 1.02812545432933}"
"{1.9055246276900648, 4.91643974510264}","{1.9539511204893456, 3.51441180430525}"
"{0.9188145695957295, 1.46702245276296}","{0.9572000248510002, 0.799794179689878}"
"{9.120752484266673, 11.9278407253843}","{9.123556392793192, 9.73026783367034}"
"{9.122411167999392, 33.6668404865116}","{9.12369192884894, 27.7813098608241}"
"{0.8836115286671415, 1.7886101050281}","{0.8837162816099808, 1.50151463427076}"
"{3.6655051654378057, 3.22025184239927}","{3.665802135202373, 2.51025789158427}"
"{9.120752484266673, 8.27712528078508}","{9.123556392793192, 5.33872867881946}"
"{9.123273197879048, 12.3475214069919}","{9.123723179810666, 8.72897782212725}"
"{0.9083558444680752, 0.813541625291574}","{0.908365736619505, 0.58930296067704}"
"{0.9614716158545895, 1.49844872687863}","{0.9763608431423395, 0.9953689229616}"
"{0.8918276366477761, 0.443182811891955}","{0.8940654934506913, 0.720649998436376}"
"{0.8800733544848974, 1.11518587425457}","{0.8825196661429766, 0.95565369502435}"
"{0.9620430148742888, 1.28715294032912}","{1.4096109479614163, 1.41779742720751}"
"{1.406518535611383, 1.1993967196727}","{3.032344403176711, 7.21880078080174}"
"{0.8853716544484815, 1.34168293276704}","{0.8941634896440808, 1.25321925007619}"
"{0.8995097920793794, 1.10113703965804}","{0.9540036046193586, 1.05793787564111}"
"{1.281165976476145, 1.6874882805559}","{6.054548214603887, 6.29156618031807}"
"{0.879651987130329, 0.859965354321732}","{0.8830969823624492, 0.54594616941463}"
"{0.8794087155451576, 1.47386769798791}","{0.8798606412756355, 1.0733491880249}"
"{1.301237581750615, 0.88261115828399}","{1.9102356994913892, 1.03522093123551}"
"{0.8810069836251118, 1.46093398501077}","{0.8826776971344675, 1.10690015192619}"
"{0.9030881124402919, 0.745654861323719}","{0.9715347449671488, 0.651133992669713}"
"{0.9563663062135757, 1.69120399398725}","{0.9602780674500387, 1.5738691960759}"
"{0.8793266411144761, 0.967549580007661}","{0.8795088632200523, 0.865379648391384}"
"{2.549737736988427, 1.72519827816385}","{4.082862341863322, 2.09688444494065}"
"{0.8815518887006293, 0.585423865876533}","{0.9010286943139831, 0.628145590219894}"
"{0.8801316536103833, 0.608072377923655}","{0.8834617412732891, 0.630760740496565}"
"{1.0628289053006796, 1.08024829610977}","{1.0960792811790532, 0.861809763072592}"
"{1.537749925059648, 2.57046986606051}","{1.537973949265908, 1.70536067888517}"
"{0.8948093353506057, 0.623345014947722}","{0.8948159775469463, 0.654889161928371}"
"{1.9552964736544372, 1.86656726270807}","{2.9598066779782384, 1.88501487961251}"
"{0.9603737823475478, 0.732620484191572}","{0.9604060225687375, 0.649763752935068}"
"{4.2712732523475605, 1.24948497502981}","{4.27145839753488, 1.25528743336191}"
"{3.665626188991529, 5.6164019079657}","{3.665806148263022, 4.13179244325626}"
"{0.8828734046506979, 1.22019363113603}","{0.8835243522571482, 1.17726995013434}"
"{0.892738301693705, 1.57651770152058}","{0.8946816545554456, 1.06968111669182}"
"{0.8801266031758777, 1.11438768839639}","{0.8830998648084342, 0.76501368215043}"
"{0.8853698903636245, 1.80949511828135}","{0.8909859988657232, 1.58164629229949}"
"{22.138344354533416, 23.5067185977071}","{22.139504738177855, 24.5007544813591}"
"{0.8853294205136868, 1.00161116398463}","{0.8912029745111107, 0.896560867313894}"
"{0.8856167891713445, 0.813568472016468}","{0.9399424424111106, 0.508338015438734}"
"{19.198781844260672, 46.6333456486395}","{21.935799997625363, 42.3969232977851}"
"{1.9549726705962993, 4.92466612710969}","{1.955432843742853, 2.57550470846233}"
"{1.5696253332004682, 0.617811940407641}","{4.147432939463508, 2.57987100103199}"
"{0.8810087303954882, 0.615847685261629}","{0.8826882388386934, 0.521274352409629}"
"{0.9647975564993719, 1.12093608525873}","{1.2651487159286225, 2.1168689997032}"
"{9.119360806958753, 8.89937811767778}","{9.122881824422047, 8.56942896351695}"
"{0.8819257176513154, 0.419812715913898}","{0.897431900193298, 0.346684251232284}"
"{0.9495521760210864, 1.24766676457082}","{0.9596993679459114, 0.94551629711083}"
"{0.8944399809607558, 1.33900794203347}","{0.8948066098031973, 1.48394950472006}"
"{0.8795635688210103, 1.70375196481326}","{0.8804297708152862, 1.25690780720761}"
"{1.1059635084617627, 2.61383486225062}","{1.1060384026932197, 1.95252360459967}"
"{0.8999467222604269, 0.696610338919298}","{1.0560756127280855, 0.414623574068605}"
"{0.9449659079599476, 0.64990814076986}","{0.956882536941897, 0.718201880115953}"
"{0.8801215701967912, 0.945594190328203}","{0.8830771552037568, 0.723463739562811}"
"{0.8971764035490952, 0.469487734070811}","{0.9472920934534153, 1.06321470640356}"
"{0.8801328377455441, 0.943695632455603}","{0.8835066557138869, 0.97702589807853}"
"{0.907659523068773, 0.923052038077078}","{0.9083458540614382, 0.784410516308896}"
"{3.6257518555511403, 1.72529550889531}","{4.12401254861688, 2.88791602167183}"
"{0.8828745375026505, 1.27614397055437}","{0.8835268118637719, 0.612457941457964}"
"{0.9329218182890499, 0.985442346477235}","{1.619215528062916, 1.76789170722692}"
"{0.8900162408935153, 0.882224871319808}","{0.8915750560920815, 0.655999729620236}"
"{1.9551657268241498, 3.26450110522121}","{1.9555211900278044, 2.91292243586663}"
"{0.8805706348831025, 0.956845686104066}","{0.8970825132399399, 0.585737654380955}"
"{0.914764589475986, 1.12562703990339}","{0.9523489345123957, 0.74661802270644}"
"{1.133639613523005, 1.56495837040649}","{1.3710958255806045, 2.35451766937216}"
"{0.8896964233017939, 0.465782340571696}","{1.0229637765597217, 0.705636142209441}"
"{0.8904438247781583, 0.620360620904058}","{0.9296528148483859, 0.641244555238363}"
"{4.026235444526317, 2.10201341937327}","{4.571958901060483, 2.73644769681282}"
"{0.8895884141035135, 1.4210705122182}","{1.01692439012911, 1.29888735908427}"
"{0.8869076553413089, 2.15529099710362}","{0.8939419031716792, 1.10926879545872}"
"{2.340759513435753, 1.79886085905512}","{3.759760999246905, 1.76476368386812}"
"{0.9449483423313999, 0.695478009057537}","{0.9568443336908727, 1.22822712418301}"
"{0.9808104915201542, 1.29666577404813}","{0.9808221304842808, 1.02969272366395}"
"{0.8842298502673722, 0.959273493919494}","{0.9430209892895314, 0.954791466336133}"
"{0.8829230352128913, 1.23710067253585}","{0.8933964030397092, 1.17636407497074}"
"{1.5191263034394675, 3.26321931733475}","{1.5374337288165998, 2.67996061865016}"
"{7.554380323932908, 9.52833689079259}","{8.765366752264788, 5.65935305476511}"
"{11.316271341404732, 4.6890324799822}","{20.941349325878818, 6.51882038661155}"
"{1.537638734055616, 0.916386299126765}","{1.5379200531981565, 0.866024849513814}"
"{4.270282193485638, 4.04412393851375}","{4.271396283847638, 3.0539367712937}"
"{1.0104390701481711, 1.654458447357}","{2.697925872234622, 5.12721453417719}"
"{0.9085709832991193, 1.29798355011036}","{1.0244512345310086, 1.78946487800791}"
"{1.924724282472148, 2.86464041179438}","{1.9546367685794859, 2.33556134919342}"
"{0.8804748532197972, 0.450435925629271}","{0.8869361925768624, 0.519944627894961}"
"{4.631385287082178, 5.64096501618462}","{4.632877001497734, 3.05980536218325}"
"{22.13184410498426, 23.6167349438564}","{22.139074638848125, 11.6089590384814}"
"{0.8832347719588143, 1.05770150112812}","{0.9302069128432907, 0.736134534355753}"
"{4.6310247997875935, 4.12291474875843}","{4.632627934415618, 4.32540059544127}"
"{0.9554641277738378, 1.72993310193767}","{0.9606999472141223, 0.963101221302131}"
"{1.1024493626457457, 2.8507502870924}","{1.9751153458565784, 24.5703721332447}"
"{0.8807432789857585, 0.733145543634115}","{0.8893081065956805, 1.11188623984905}"
"{4.632604395337533, 9.33869823468754}","{4.633004443359522, 7.07940238296275}"
"{0.8810205326002186, 0.752539186419061}","{0.8835325297566949, 0.451044277360067}"
"{0.9184556004541192, 0.562499826052606}","{0.9554897406979256, 0.501294107985865}"
"{0.8893237829994548, 0.446297785651301}","{0.8911459032378545, 0.313625068902334}"
"{1.1625684521743334, 2.5346904572149}","{1.1626648323778923, 1.92995825623185}"
"{0.8830868675153591, 1.46052578835252}","{0.8836986053351733, 1.16455333024382}"
"{0.8905961100466039, 1.21571887541772}","{0.9354570784778002, 0.943459193350136}"
"{0.8793368101383624, 0.818428317195626}","{0.8798626109436409, 0.475106662712685}"
"{0.8831933298132627, 1.05847046439479}","{0.8837026260231258, 0.717780300743946}"
"{1.105963992564114, 1.98704187629618}","{1.10603846801248, 1.82460730225011}"
"{0.8973792763098781, 0.733405403620118}","{0.9526739934537242, 0.875218967479029}"
"{1.5031325173252377, 1.28111522769771}","{3.832650335206111, 4.39562542056948}"
"{0.8797427682283191, 0.890796815046113}","{0.8856961988858357, 0.481358990401267}"
"{0.9457250789902928, 0.600636293794582}","{1.1367501732773264, 1.01420417419729}"
"{0.8832584242304624, 0.87693053796644}","{0.9305114939143696, 0.747902300629773}"
"{0.8828659219057624, 1.33960263894887}","{0.9287437371076922, 0.844666259837857}"
"{0.8798439613706871, 0.594575376703528}","{0.8868098867245305, 0.498981832469665}"
"{0.8906835713254804, 1.41061713986138}","{0.9071419299667863, 0.845198306595365}"
"{0.8897592691830978, 1.46750020582405}","{1.0245845988384832, 1.41386870566186}"
"{1.0755360198627197, 1.9418734389028}","{1.104030906711235, 1.8811916497675}"
"{0.9608510070202935, 0.589118287503232}","{0.9608858965882413, 0.34318220407188}"
"{0.8797000110906696, 0.65957022708121}","{0.8856235953380793, 0.927967328880959}"
"{0.8837614006539005, 1.41195141467844}","{0.9410959844883972, 1.47539631667311}"
"{4.128017763463322, 1.74101505397638}","{4.599709960122314, 1.75175594612942}"
"{1.4941617274963788, 1.19173077011697}","{1.5364200208209653, 1.30681749919973}"
"{1.4493707210784958, 1.61473046873331}","{1.532143584933747, 1.04423737515885}"
"{0.9110557110257611, 0.527813508158263}","{0.9419078193909716, 0.514883573748805}"
"{0.8916836596655544, 0.792131287819488}","{0.8916850815569431, 0.608940187478293}"
"{20.725005336050458, 78.1701398067264}","{22.0889205397409, 72.0445319554459}"
"{0.88200410158852, 0.982018555734752}","{0.8979567794734776, 0.522063472140872}"
"{0.8797256569458516, 1.1956192326884}","{0.8852476404290022, 0.729073837707463}"
"{1.537749925059648, 1.69205868867479}","{1.537973949265908, 1.16564988682855}"
"{1.2983763044408718, 0.927117662817354}","{1.7055493293006998, 1.17350731487873}"
"{0.8918565924048584, 0.580980750505636}","{0.8941348688997686, 0.532865318847347}"
"{0.9051076782737998, 1.23190402143556}","{1.1002256218834672, 1.20844310549848}"
"{1.9554246244850466, 2.19766477486856}","{1.9555393253399078, 1.7319618555886}"
"{1.5377019926084765, 1.48328703855621}","{1.5379637596572096, 0.66392451582613}"
"{0.9488493512120212, 1.13970668719051}","{0.960028788307508, 1.04905522305974}"
"{0.88449246863983, 1.02456305393952}","{0.9004168825309372, 0.734040744314029}"
"{0.9608852900358684, 0.632518443485656}","{0.9608939879301618, 0.419083318568391}"
"{0.8921810842615985, 1.43727242283034}","{0.9073713019480686, 0.837480389035436}"
"{0.8948150725056087, 4.08622579517884}","{0.8948174862316451, 2.28753947213931}"
"{6.1490693175382765, 6.88844506247219}","{20.344543450675044, 30.9264426368338}"
"{0.908578256561699, 1.16311368648598}","{1.0247269221441857, 0.850597503682279}"
"{0.8948168637247219, 0.618773572967953}","{0.8948175499253145, 0.401570880187661}"
"{0.9108397164243468, 0.664770513336095}","{0.9413718103663272, 0.873166945880847}"
"{0.9152642582546193, 0.514042431945037}","{0.9576335520214551, 0.631885870464854}"
"{0.8800723123566057, 1.6391334722906}","{0.8824927695075571, 1.24738560540183}"
"{0.8810205326002186, 1.06104919618622}","{0.8835325297566949, 0.684281349278618}"
"{0.9043430984408154, 0.564380151762933}","{0.9080876349508387, 0.709115944393694}"
"{0.8888427449573849, 1.15056191357068}","{0.9448164888156975, 1.17534307291123}"
"{0.883717057047106, 0.552914928404493}","{0.8837189530007535, 0.717140948834345}"
"{0.9588064775484489, 0.968089592241449}","{0.9603629139586215, 0.850825683531015}"
"{0.8807432789857585, 1.01180728561832}","{0.8893081065956805, 0.450627310474474}"
"{0.8842298502673722, 0.751398967261847}","{0.9430209892895314, 0.659685497405618}"
"{0.8957688848411827, 0.983738277165678}","{1.1000953077078128, 0.79050800271881}"
"{0.8916806371701009, 0.752691525120028}","{0.8916848560930823, 0.687997567448032}"
"{22.138344354533416, 38.1280248273583}","{22.139504738177855, 31.0285439678747}"
"{0.8860997440972905, 0.68707830587836}","{0.9057059400781217, 0.868193946581399}"
"{0.9083507478211447, 1.51638128404705}","{0.9083630348653502, 0.995426850273411}"
"{0.9044494134173892, 1.11823850612379}","{0.9722493115047828, 1.21977898135873}"
"{1.0628867713299472, 1.83489576016988}","{1.0962049177801485, 1.67399615348532}"
"{0.9083537279331104, 0.657030675086271}","{0.9083652866808403, 0.578300087127556}"
"{0.9113895683635841, 2.28528019842548}","{1.2927690452466059, 2.58635412825627}"
"{0.8819309058530185, 1.24973498202497}","{0.9019571786108771, 0.954160453184028}"
"{0.9773682996360432, 0.809579546164151}","{1.7183876613293017, 0.984347719078932}"
"{0.880562962048124, 0.570528786978915}","{0.8969766740383285, 0.34961354991241}"
"{0.8800723123566057, 1.31437075572879}","{0.8824927695075571, 1.16920944089288}"
"{1.1087376868575654, 0.600950946554333}","{1.150376157487674, 0.297017620690969}"
"{2.943577028671585, 6.74419456930625}","{3.636071291988122, 5.29503163205041}"
"{3.6648348585120494, 4.93869169140984}","{3.665755181416614, 3.55103631383642}"
"{0.8808857670524625, 0.935411495700281}","{0.901429451145105, 1.1153324627872}"
"{2.813101531756095, 3.24372624922725}","{14.147135261480566, 23.4552301523471}"
"{0.9499145041685649, 1.75735024077284}","{0.9601700950977236, 1.16929482692005}"
"{4.632767426188002, 8.13339713787043}","{4.633009849354226, 9.16744206706318}"
"{3.664332575916566, 6.42119109784163}","{3.6655226393261717, 4.56108371947559}"
"{1.1402507589642012, 0.649063716827778}","{2.6685507291427824, 1.26377135371267}"
"{1.1485493531647686, 1.00200497539789}","{1.162213489752907, 0.641310624375418}"
"{0.9299337032233482, 2.17294317590065}","{1.2038599996464296, 2.16030784397756}"
"{0.9083558444680752, 0.918965130674655}","{0.908365736619505, 0.616907211555276}"
"{1.122291947955394, 2.68227296708721}","{1.1613427351116568, 2.04603010794961}"
"{1.2979528247133494, 4.8271923612032}","{1.7029936424780165, 3.46349044568322}"
"{1.1626254669714593, 1.40232971365548}","{1.162669491229106, 1.20369043367856}"
"{0.8948093237853337, 2.76002944706117}","{0.8948159595062241, 2.19725044763744}"
"{0.8796838438084745, 0.892188042194191}","{0.8820505127638772, 0.57455719836504}"
"{1.674625687623336, 1.09886659462541}","{3.9611918724688646, 4.47253448764419}"
"{0.8910051423194006, 1.82675786719311}","{0.8946655390625519, 1.55073823693467}"
"{1.1086653703208773, 0.919276938650932}","{1.1502191464746934, 0.708499594751021}"
"{1.0947431509802314, 2.65243247170419}","{1.1056768787821827, 1.55007201135761}"
"{0.9808113398922549, 0.987970804312427}","{0.9808221616042836, 1.00802510873853}"
"{9.12086450129076, 11.5194858367624}","{9.123572217004826, 10.4344917045121}"
"{3.664332575916566, 1.93890819552384}","{3.6655226393261717, 2.26350380308069}"
"{1.7815679043006667, 2.44329006966597}","{1.9380364869247984, 1.99653723289694}"
"{0.8835130975144201, 2.42251664200216}","{0.8837128472487235, 2.53631053245483}"
"{0.8816642773144654, 0.899607844267484}","{0.8911162479221737, 0.62897655747828}"
"{0.9214147713997343, 1.11002695097135}","{1.0515582021974978, 1.45326709172107}"
"{0.8795857852201617, 0.276747732878403}","{0.8807953647249719, 0.433484549890655}"
"{0.9608510070202935, 1.1747792831386}","{0.9608858965882413, 0.964299512126592}"
"{0.9681842802610188, 0.791240120242932}","{1.0964969875059318, 0.74684166589387}"
"{0.9077918186124034, 1.46030814630861}","{0.9083498314038314, 1.14334148396201}"
"{0.8937816827085778, 1.18833422194226}","{0.9384998596658529, 0.955040405307061}"
"{0.9499724563440382, 0.764043295019026}","{0.9601803361232244, 0.822780367850016}"
"{0.9282056694804922, 1.98285062936987}","{1.5325680228696705, 1.93500970950004}"
"{4.271309632387076, 4.89473845965443}","{4.271459445044933, 3.4398259690203}"
"{0.8930942748633246, 1.25012921537336}","{1.0571722208534862, 0.905176201121428}"
"{0.9154794709908755, 0.975136604538543}","{0.9581021650627968, 1.08199609846159}"
"{0.8918605573168586, 0.464958126112819}","{0.8941434773713303, 0.963915435224707}"
"{0.8795257412733604, 0.515717267927246}","{0.8826692350009118, 0.400362667558097}"
"{1.0059524393792423, 0.965213182301714}","{2.5706953178595486, 2.17215068586625}"
"{0.8847601078260416, 0.62288701148608}","{0.8940430823775591, 0.768645685116518}"
"{2.1891685501271616, 2.83467004489952}","{3.4120089585087663, 4.42968762530504}"
"{1.5699787582834157, 0.901021748525536}","{3.4305457109947803, 2.19874988272821}"
"{0.8844614797312883, 0.895651669326577}","{0.9002912198476334, 0.872524674704404}"
"{1.0096524850492359, 2.33747399135475}","{2.6776395045993344, 2.60977812177503}"
"{0.8808954549910345, 0.764365579833229}","{0.9016793072430251, 0.609567762542143}"
"{0.8805304084447225, 1.1016671810965}","{0.896024709943914, 1.09148540319907}"
"{4.63102759386052, 1.68079592242518}","{4.632632292903169, 1.04099034000897}"
"{0.9494945683827022, 1.4096512692884}","{0.9596891878053226, 0.671749738063164}"
"{0.9740664594783314, 0.916505637728478}","{0.98058074078678, 1.01983087919192}"
"{0.9608896761427268, 1.94105718448891}","{0.9608941306419706, 1.23835737896323}"
"{0.8948121244824099, 1.51549275774536}","{0.8948172561467181, 0.854362893973395}"
"{19.29444145923949, 62.8470118419506}","{21.953563414659623, 56.6417593486092}"
"{0.8809934261469123, 1.68674018004771}","{0.8919347259415304, 3.71548217877949}"
"{1.0955043894021883, 1.60683528941235}","{1.1057075972815547, 1.50227769070944}"
"{0.8902150746776337, 1.28024155761832}","{0.8916382180798209, 1.04133070002294}"
"{9.156746448339403, 10.2110426767517}","{17.193627808581294, 11.6713983053816}"
"{0.9603654700743504, 1.05338956885597}","{0.9603997416954824, 0.476059909911844}"
"{9.120846900704626, 7.16518678837786}","{9.123569842182098, 5.43440892385547}"
"{0.8916836596655544, 1.51710590246051}","{0.8916850815569431, 1.25139346147009}"
"{2.8814529246217737, 1.68276884093784}","{14.600848609425004, 14.8752677226915}"
"{0.8798439613706871, 0.666577086151052}","{0.8868098867245305, 0.540978122789268}"
"{0.9808167969814934, 0.992276699394943}","{0.9808223391629027, 0.947296855893652}"
"{0.8895387530464669, 0.912676203349373}","{0.906916526972833, 0.75387279413842}"
"{0.8801379381130627, 1.11627473176499}","{0.8835319340552746, 1.01684890164603}"
"{0.8794104707964675, 1.67773641361157}","{0.8799275416491446, 1.31172762983167}"
"{0.9895208481850858, 1.72257604213604}","{1.0961722199652129, 1.30238711070851}"
"{0.9035862694733395, 0.958307474083618}","{0.9082037753092908, 0.782895090048893}"
"{1.1626375003006857, 1.34129391570245}","{1.1626699830414373, 1.20848032995384}"
"{0.8836115286671415, 1.1304235581184}","{0.8837162816099808, 0.803287339466139}"
"{0.9807686102017577, 0.500041887425413}","{0.9808119766486202, 0.66850883862894}"
"{0.879769588195636, 0.569459435441873}","{0.8828957289115124, 0.567114939393774}"
"{4.102427796682022, 10.5846207882348}","{4.265987211659201, 7.90323742340525}"
"{2.727782130840527, 1.9669978298438}","{4.424313592184182, 1.55995758075588}"
"{8.740583046584444, 13.8062010758006}","{9.111542697248858, 14.0160299731491}"
"{4.270236104050818, 4.82081262963972}","{4.271389772971487, 3.59232824401703}"
"{0.9470761554028637, 1.43375851142182}","{0.9599555271980262, 1.19905942357156}"
"{0.9236931118963088, 0.783141942596227}","{0.970734324250813, 0.427641233137201}"
"{0.914466245820368, 0.91834390719303}","{1.0380458115025881, 1.01537765467984}"
"{1.964187829534618, 2.42970123147642}","{3.017562709548142, 3.34868391074119}"
"{3.2909327015456427, 2.64941930667727}","{3.641086465320564, 1.91431400846779}"
"{0.907659523068773, 0.538421295580678}","{0.9083458540614382, 0.431455334159831}"
"{0.8922641033352035, 0.65565452288753}","{0.8947307132328951, 0.621514440796562}"
"{0.8893717557589476, 0.78492281095889}","{1.0144262472440126, 0.768863334807607}"
"{1.1163314759389913, 1.18514984797881}","{1.7801533077630964, 3.49827694799876}"
"{0.8861126438488662, 0.784619777044661}","{0.9101098354312578, 0.927969765431066}"
"{1.1495006907105874, 1.03769747167767}","{1.1622518793834888, 1.09168577863179}"
"{0.9083509346493195, 1.08578166039225}","{0.908363356751398, 1.30660771413829}"
"{0.9044494134173892, 1.03917471738413}","{0.9722493115047828, 1.21118028126789}"
"{4.270918569920713, 3.72664972812435}","{4.271445539318235, 3.06921643478398}"
"{1.0962634188527227, 1.39479014229943}","{1.7664697052492937, 2.7526646329973}"
"{2.2392071688744415, 2.07691117100595}","{6.439675052470398, 11.0158843257543}"
"{3.787089382383278, 2.49068911314216}","{8.712781111631921, 6.3710599430728}"
"{0.9608587840312031, 1.44476026408001}","{0.9608912170732111, 0.701071466078484}"
"{0.8920019432648109, 0.820418165503225}","{0.9054766635622105, 1.04210362507576}"
"{0.8855187378458425, 0.591612927495904}","{0.9192565380355848, 0.539765936154541}"
"{0.9559071315284452, 2.31079513659086}","{0.9798289334668281, 1.85263751340282}"
"{0.9187806733129631, 0.528059155748686}","{0.9569951669634713, 0.180515122008056}"
"{0.8916807792345356, 0.469071416132432}","{0.891684876329811, 0.729974694396196}"
"{0.9604001307687985, 1.2563198409421}","{0.9604087769523983, 1.09217200176319}"
"{1.5249766223540815, 2.09651110076378}","{1.5376137492283546, 1.53236078658563}"
"{0.8905933008399605, 1.08392540021916}","{0.9353505975875585, 1.16733976133383}"
"{1.057246497362878, 0.530297126980542}","{1.60094929307671, 3.50230983834397}"
"{4.63170943838389, 3.41295966074278}","{4.632942273173641, 2.20472958522877}"
"{0.9672338532444277, 1.04134495871628}","{0.9799342530964189, 0.543980244556814}"
"{0.9447971502189292, 0.978586768301323}","{0.9564820906775138, 0.867664999090022}"
"{1.444132028900606, 1.81091072944283}","{1.5349008929770658, 1.51088287385401}"
"{1.8107506982406842, 2.12034803398397}","{1.9459932071751986, 1.04370576370987}"
"{0.8837170609414905, 1.30271147843375}","{0.8837189590649851, 0.84140242725401}"
"{0.9451889919043245, 1.3342699209954}","{0.9569438171123084, 1.11437575749626}"
"{4.6310247997875935, 2.87432916803735}","{4.632627934415618, 2.39670058123119}"
"{3.6648348585120494, 5.87681951604549}","{3.665755181416614, 4.04114471699611}"
"{0.8801381511383489, 1.14977886117389}","{0.8835400086204445, 0.879690497581322}"
"{2.328781966368472, 1.43898058384568}","{3.6819578389786476, 2.28607966699861}"
"{0.9550111983833869, 1.69102816094333}","{0.960215889846606, 0.38966039324317}"
"{0.8837188880718754, 0.635140502121364}","{0.883719396920031, 0.759419901855257}"
"{4.269666022999388, 4.20183566994031}","{4.271116160318831, 3.73127012173582}"
"{1.1059228325277586, 0.701324825476793}","{1.106019788594642, 1.0005554378339}"
"{3.5269557216709404, 7.21906286115585}","{3.6613126665606255, 4.16949645990313}"
"{0.9078941395509945, 0.914183844093576}","{0.956365071547951, 0.757651628865931}"
"{4.485275222380584, 5.84995452163066}","{8.304655000485416, 8.59278592748161}"
"{0.8794431386683257, 1.5712032668515}","{0.8800809048047601, 0.937399346832459}"
"{1.9554713683180105, 3.87667424972792}","{1.955540875334358, 2.83746368033758}"
"{1.0334846739746129, 1.02897768312199}","{2.9383242786863595, 1.72855062345637}"
"{0.9108667984131643, 0.801223419501491}","{0.9415354849219552, 1.08186000098909}"
"{0.885773749197577, 0.731821057891283}","{0.9057981574342293, 0.50746932610119}"
"{0.8913836616966889, 0.721645971996391}","{0.8916763763420645, 0.568238105422563}"
"{1.9551680244720373, 5.44106748848082}","{1.9555215000462538, 3.38004463237021}"
"{2.2001948140414735, 1.42125096707134}","{3.4835297196222546, 1.56087851794302}"
"{0.8868781233462488, 0.6706912803841}","{0.9313741081718976, 0.784586002861696}"
"{0.904221994734423, 1.15402746586547}","{0.9082300408450609, 0.922303539586112}"
"{3.66484080730775, 11.8360233688079}","{3.6657559840793836, 5.67032741175017}"
"{0.883122173742491, 1.24521295923621}","{0.8836800224254043, 0.97341559568466}"
"{0.8837191179712617, 0.703163613455104}","{0.8837194046739991, 0.769193897784474}"
"{0.8814661794119524, 0.970411061415933}","{0.8834725892019271, 1.06332255768654}"
"{0.908364737511671, 1.14715989762602}","{0.908366325041851, 0.967799343057065}"
"{0.9157165706769489, 1.98337418474729}","{1.4296456087319227, 2.1683180412764}"
"{1.5326218937138496, 0.591080215592463}","{3.410936553415791, 0.892710892167587}"
"{0.8814661794119524, 0.990221417685028}","{0.8834725892019271, 0.979756182669963}"
"{1.398985655978759, 0.649030360877201}","{1.8902830585764183, 0.775205266418792}"
